diagnosis_code,description,severity_level,service
S52.299B,"Other fracture of shaft of unspecified ulna, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.299C,"Other fracture of shaft of unspecified ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.301B,"Unspecified fracture of shaft of right radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.301C,"Unspecified fracture of shaft of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.302B,"Unspecified fracture of shaft of left radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.302C,"Unspecified fracture of shaft of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.309B,"Unspecified fracture of shaft of unspecified radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.309C,"Unspecified fracture of shaft of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.321B,"Displaced transverse fracture of shaft of right radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.321C,"Displaced transverse fracture of shaft of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.322B,"Displaced transverse fracture of shaft of left radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.322C,"Displaced transverse fracture of shaft of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.323B,"Displaced transverse fracture of shaft of unspecified radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.323C,"Displaced transverse fracture of shaft of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.324B,"Nondisplaced transverse fracture of shaft of right radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.324C,"Nondisplaced transverse fracture of shaft of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.325B,"Nondisplaced transverse fracture of shaft of left radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.325C,"Nondisplaced transverse fracture of shaft of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.326B,"Nondisplaced transverse fracture of shaft of unspecified radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.326C,"Nondisplaced transverse fracture of shaft of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.331B,"Displaced oblique fracture of shaft of right radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.331C,"Displaced oblique fracture of shaft of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.332B,"Displaced oblique fracture of shaft of left radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.332C,"Displaced oblique fracture of shaft of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.333B,"Displaced oblique fracture of shaft of unspecified radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.333C,"Displaced oblique fracture of shaft of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.334B,"Nondisplaced oblique fracture of shaft of right radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.334C,"Nondisplaced oblique fracture of shaft of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.335B,"Nondisplaced oblique fracture of shaft of left radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.335C,"Nondisplaced oblique fracture of shaft of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.336B,"Nondisplaced oblique fracture of shaft of unspecified radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.336C,"Nondisplaced oblique fracture of shaft of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.341B,"Displaced spiral fracture of shaft of radius, right arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.341C,"Displaced spiral fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.342B,"Displaced spiral fracture of shaft of radius, left arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.342C,"Displaced spiral fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.343B,"Displaced spiral fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.343C,"Displaced spiral fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.344B,"Nondisplaced spiral fracture of shaft of radius, right arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.344C,"Nondisplaced spiral fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.345B,"Nondisplaced spiral fracture of shaft of radius, left arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.345C,"Nondisplaced spiral fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.346B,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.346C,"Nondisplaced spiral fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.351B,"Displaced comminuted fracture of shaft of radius, right arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.351C,"Displaced comminuted fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.352B,"Displaced comminuted fracture of shaft of radius, left arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.352C,"Displaced comminuted fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.353B,"Displaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.353C,"Displaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.354B,"Nondisplaced comminuted fracture of shaft of radius, right arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.354C,"Nondisplaced comminuted fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.355B,"Nondisplaced comminuted fracture of shaft of radius, left arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.355C,"Nondisplaced comminuted fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.356B,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.356C,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.361B,"Displaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.361C,"Displaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.362B,"Displaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.362C,"Displaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.363B,"Displaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.363C,"Displaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.364B,"Nondisplaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.364C,"Nondisplaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.365B,"Nondisplaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.365C,"Nondisplaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.366B,"Nondisplaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.366C,"Nondisplaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.371B,"Galeazzi's fracture of right radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.371C,"Galeazzi's fracture of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.372B,"Galeazzi's fracture of left radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.372C,"Galeazzi's fracture of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.379B,"Galeazzi's fracture of unspecified radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.379C,"Galeazzi's fracture of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.381B,"Bent bone of right radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.381C,"Bent bone of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.382B,"Bent bone of left radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.382C,"Bent bone of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.389B,"Bent bone of unspecified radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.389C,"Bent bone of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.391B,"Other fracture of shaft of radius, right arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.391C,"Other fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.392B,"Other fracture of shaft of radius, left arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.392C,"Other fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.399B,"Other fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.399C,"Other fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.501B,"Unspecified fracture of the lower end of right radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.501C,"Unspecified fracture of the lower end of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S52.502B,"Unspecified fracture of the lower end of left radius, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S52.502C,"Unspecified fracture of the lower end of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
